"X","time_period","rainfall","mean_temperature","disease_cases","population","location","Cases","E","month","ID_year","ID_spat","rainsum","meantemperature","group"
0,"2001-01",251.111,24.32,NA,629267.026130676,"Acre",NA,629267.026130676,1,2001,"Acre",251.111,24.32,1
1,"2001-02",230.194,24.6,NA,629267.026130676,"Acre",NA,629267.026130676,2,2001,"Acre",230.194,24.6,1
2,"2001-03",247.572,24.59,115,629267.026130676,"Acre",115,629267.026130676,3,2001,"Acre",247.572,24.59,1
3,"2001-04",194.169,24.62,78,629267.026130676,"Acre",78,629267.026130676,4,2001,"Acre",194.169,24.62,1
4,"2001-05",97.685,24.15,36,629267.026130676,"Acre",36,629267.026130676,5,2001,"Acre",97.685,24.15,1
5,"2001-06",60.546,22.42,32,629267.026130676,"Acre",32,629267.026130676,6,2001,"Acre",60.546,22.42,1
6,"2001-07",86.882,23.53,7,629267.026130676,"Acre",7,629267.026130676,7,2001,"Acre",86.882,23.53,1
7,"2001-08",37.802,25.65,8,629267.026130676,"Acre",8,629267.026130676,8,2001,"Acre",37.802,25.65,1
8,"2001-09",125.288,25.15,8,629267.026130676,"Acre",8,629267.026130676,9,2001,"Acre",125.288,25.15,1
9,"2001-10",177.126,25.83,22,629267.026130676,"Acre",22,629267.026130676,10,2001,"Acre",177.126,25.83,1
10,"2001-11",206.037,25.36,172,629267.026130676,"Acre",172,629267.026130676,11,2001,"Acre",206.037,25.36,1
11,"2001-12",308.816,24.93,196,629267.026130676,"Acre",196,629267.026130676,12,2001,"Acre",308.816,24.93,1
12,"2002-01",226.946,25.39,81,636229.145576477,"Acre",81,636229.145576477,1,2002,"Acre",226.946,25.39,1
13,"2002-02",262.303,25.02,170,636229.145576477,"Acre",170,636229.145576477,2,2002,"Acre",262.303,25.02,1
14,"2002-03",238.798,25.14,316,636229.145576477,"Acre",316,636229.145576477,3,2002,"Acre",238.798,25.14,1
15,"2002-04",216.697,24.65,72,636229.145576477,"Acre",72,636229.145576477,4,2002,"Acre",216.697,24.65,1
16,"2002-05",125.554,24.6,36,636229.145576477,"Acre",36,636229.145576477,5,2002,"Acre",125.554,24.6,1
17,"2002-06",62.513,23.54,24,636229.145576477,"Acre",24,636229.145576477,6,2002,"Acre",62.513,23.54,1
18,"2002-07",87.491,23.73,19,636229.145576477,"Acre",19,636229.145576477,7,2002,"Acre",87.491,23.73,1
19,"2002-08",82.58,25.43,12,636229.145576477,"Acre",12,636229.145576477,8,2002,"Acre",82.58,25.43,1
20,"2002-09",108.764,25.54,14,636229.145576477,"Acre",14,636229.145576477,9,2002,"Acre",108.764,25.54,1
21,"2002-10",153.82,25.98,18,636229.145576477,"Acre",18,636229.145576477,10,2002,"Acre",153.82,25.98,1
22,"2002-11",191.571,25.24,91,636229.145576477,"Acre",91,636229.145576477,11,2002,"Acre",191.571,25.24,1
23,"2002-12",271.847,25.14,98,636229.145576477,"Acre",98,636229.145576477,12,2002,"Acre",271.847,25.14,1
24,"2003-01",273.5,25.38,240,643180.355430603,"Acre",240,643180.355430603,1,2003,"Acre",273.5,25.38,1
25,"2003-02",250.476,25.02,288,643180.355430603,"Acre",288,643180.355430603,2,2003,"Acre",250.476,25.02,1
26,"2003-03",231.799,24.88,171,643180.355430603,"Acre",171,643180.355430603,3,2003,"Acre",231.799,24.88,1
27,"2003-04",197.785,24.58,98,643180.355430603,"Acre",98,643180.355430603,4,2003,"Acre",197.785,24.58,1
28,"2003-05",123.78,24.28,47,643180.355430603,"Acre",47,643180.355430603,5,2003,"Acre",123.78,24.28,1
29,"2003-06",73.252,24,39,643180.355430603,"Acre",39,643180.355430603,6,2003,"Acre",73.252,24,1
30,"2003-07",22.247,24.4,17,643180.355430603,"Acre",17,643180.355430603,7,2003,"Acre",22.247,24.4,1
31,"2003-08",72.341,24.54,7,643180.355430603,"Acre",7,643180.355430603,8,2003,"Acre",72.341,24.54,1
32,"2003-09",144.756,24.91,8,643180.355430603,"Acre",8,643180.355430603,9,2003,"Acre",144.756,24.91,1
33,"2003-10",148.788,25.72,27,643180.355430603,"Acre",27,643180.355430603,10,2003,"Acre",148.788,25.72,1
34,"2003-11",192.608,25.21,53,643180.355430603,"Acre",53,643180.355430603,11,2003,"Acre",192.608,25.21,1
35,"2003-12",247.661,25.34,57,643180.355430603,"Acre",57,643180.355430603,12,2003,"Acre",247.661,25.34,1
36,"2004-01",222.19,25.41,89,650120.713470459,"Acre",89,650120.713470459,1,2004,"Acre",222.19,25.41,1
37,"2004-02",177.339,25.15,143,650120.713470459,"Acre",143,650120.713470459,2,2004,"Acre",177.339,25.15,1
38,"2004-03",267.115,25.05,61,650120.713470459,"Acre",61,650120.713470459,3,2004,"Acre",267.115,25.05,1
39,"2004-04",128.891,24.98,36,650120.713470459,"Acre",36,650120.713470459,4,2004,"Acre",128.891,24.98,1
40,"2004-05",72.403,23.12,67,650120.713470459,"Acre",67,650120.713470459,5,2004,"Acre",72.403,23.12,1
41,"2004-06",74.142,23.26,53,650120.713470459,"Acre",53,650120.713470459,6,2004,"Acre",74.142,23.26,1
42,"2004-07",78.683,23.35,46,650120.713470459,"Acre",46,650120.713470459,7,2004,"Acre",78.683,23.35,1
43,"2004-08",97.868,24.27,42,650120.713470459,"Acre",42,650120.713470459,8,2004,"Acre",97.868,24.27,1
44,"2004-09",107.052,25.25,95,650120.713470459,"Acre",95,650120.713470459,9,2004,"Acre",107.052,25.25,1
45,"2004-10",222.012,25.28,400,650120.713470459,"Acre",400,650120.713470459,10,2004,"Acre",222.012,25.28,1
46,"2004-11",217.384,24.99,2007,650120.713470459,"Acre",2007,650120.713470459,11,2004,"Acre",217.384,24.99,1
47,"2004-12",267.937,25.01,1505,650120.713470459,"Acre",1505,650120.713470459,12,2004,"Acre",267.937,25.01,1
48,"2005-01",210.048,25.69,1469,657050.253517151,"Acre",1469,657050.253517151,1,2005,"Acre",210.048,25.69,1
49,"2005-02",260.84,25.1,486,657050.253517151,"Acre",486,657050.253517151,2,2005,"Acre",260.84,25.1,1
50,"2005-03",243.529,25.23,183,657050.253517151,"Acre",183,657050.253517151,3,2005,"Acre",243.529,25.23,1
51,"2005-04",191.318,24.64,49,657050.253517151,"Acre",49,657050.253517151,4,2005,"Acre",191.318,24.64,1
52,"2005-05",107.63,24.68,16,657050.253517151,"Acre",16,657050.253517151,5,2005,"Acre",107.63,24.68,1
53,"2005-06",50.406,24.56,15,657050.253517151,"Acre",15,657050.253517151,6,2005,"Acre",50.406,24.56,1
54,"2005-07",20.202,24.4,10,657050.253517151,"Acre",10,657050.253517151,7,2005,"Acre",20.202,24.4,1
55,"2005-08",51.964,26.2,5,657050.253517151,"Acre",5,657050.253517151,8,2005,"Acre",51.964,26.2,1
56,"2005-09",71.689,26.17,0,657050.253517151,"Acre",0,657050.253517151,9,2005,"Acre",71.689,26.17,1
57,"2005-10",230.567,25.51,6,657050.253517151,"Acre",6,657050.253517151,10,2005,"Acre",230.567,25.51,1
58,"2005-11",201.977,25.42,26,657050.253517151,"Acre",26,657050.253517151,11,2005,"Acre",201.977,25.42,1
59,"2005-12",229.801,25.18,262,657050.253517151,"Acre",262,657050.253517151,12,2005,"Acre",229.801,25.18,1
60,"2006-01",240.574,25.03,81,664251.694023767,"Acre",81,664251.694023767,1,2006,"Acre",240.574,25.03,1
61,"2006-02",246.254,25.08,38,664251.694023767,"Acre",38,664251.694023767,2,2006,"Acre",246.254,25.08,1
62,"2006-03",233.736,25.12,28,664251.694023767,"Acre",28,664251.694023767,3,2006,"Acre",233.736,25.12,1
63,"2006-04",176.17,24.46,31,664251.694023767,"Acre",31,664251.694023767,4,2006,"Acre",176.17,24.46,1
64,"2006-05",49.08,23.55,10,664251.694023767,"Acre",10,664251.694023767,5,2006,"Acre",49.08,23.55,1
65,"2006-06",68.151,24.37,11,664251.694023767,"Acre",11,664251.694023767,6,2006,"Acre",68.151,24.37,1
66,"2006-07",35.718,25.42,5,664251.694023767,"Acre",5,664251.694023767,7,2006,"Acre",35.718,25.42,1
67,"2006-08",49.542,26.22,2,664251.694023767,"Acre",2,664251.694023767,8,2006,"Acre",49.542,26.22,1
68,"2006-09",118.979,26.02,5,664251.694023767,"Acre",5,664251.694023767,9,2006,"Acre",118.979,26.02,1
69,"2006-10",223.299,25.76,14,664251.694023767,"Acre",14,664251.694023767,10,2006,"Acre",223.299,25.76,1
70,"2006-11",215.812,25.29,224,664251.694023767,"Acre",224,664251.694023767,11,2006,"Acre",215.812,25.29,1
71,"2006-12",234.219,25.23,196,664251.694023767,"Acre",196,664251.694023767,12,2006,"Acre",234.219,25.23,1
72,"2007-01",226.277,25.59,127,671181.315452438,"Acre",127,671181.315452438,1,2007,"Acre",226.277,25.59,1
73,"2007-02",177.236,25.93,138,671181.315452438,"Acre",138,671181.315452438,2,2007,"Acre",177.236,25.93,1
74,"2007-03",281.256,24.95,116,671181.315452438,"Acre",116,671181.315452438,3,2007,"Acre",281.256,24.95,1
75,"2007-04",186.837,24.7,101,671181.315452438,"Acre",101,671181.315452438,4,2007,"Acre",186.837,24.7,1
76,"2007-05",117.578,23.32,46,671181.315452438,"Acre",46,671181.315452438,5,2007,"Acre",117.578,23.32,1
77,"2007-06",20.816,24.57,8,671181.315452438,"Acre",8,671181.315452438,6,2007,"Acre",20.816,24.57,1
78,"2007-07",71.698,24.06,2,671181.315452438,"Acre",2,671181.315452438,7,2007,"Acre",71.698,24.06,1
79,"2007-08",38.381,25.83,3,671181.315452438,"Acre",3,671181.315452438,8,2007,"Acre",38.381,25.83,1
80,"2007-09",123.212,26.04,3,671181.315452438,"Acre",3,671181.315452438,9,2007,"Acre",123.212,26.04,1
81,"2007-10",198.869,25.6,10,671181.315452438,"Acre",10,671181.315452438,10,2007,"Acre",198.869,25.6,1
82,"2007-11",237.345,25.02,62,671181.315452438,"Acre",62,671181.315452438,11,2007,"Acre",237.345,25.02,1
83,"2007-12",295.632,24.84,71,671181.315452438,"Acre",71,671181.315452438,12,2007,"Acre",295.632,24.84,1
84,"2008-01",268.907,24.78,80,677888.539453698,"Acre",80,677888.539453698,1,2008,"Acre",268.907,24.78,1
85,"2008-02",266.329,24.71,141,677888.539453698,"Acre",141,677888.539453698,2,2008,"Acre",266.329,24.71,1
86,"2008-03",313.923,24.18,176,677888.539453698,"Acre",176,677888.539453698,3,2008,"Acre",313.923,24.18,1
87,"2008-04",210.042,24.4,189,677888.539453698,"Acre",189,677888.539453698,4,2008,"Acre",210.042,24.4,1
88,"2008-05",87.844,23.59,101,677888.539453698,"Acre",101,677888.539453698,5,2008,"Acre",87.844,23.59,1
89,"2008-06",42.102,23.27,31,677888.539453698,"Acre",31,677888.539453698,6,2008,"Acre",42.102,23.27,1
90,"2008-07",33.674,25.1,20,677888.539453698,"Acre",20,677888.539453698,7,2008,"Acre",33.674,25.1,1
91,"2008-08",44.556,26.43,46,677888.539453698,"Acre",46,677888.539453698,8,2008,"Acre",44.556,26.43,1
92,"2008-09",116.758,26.12,86,677888.539453698,"Acre",86,677888.539453698,9,2008,"Acre",116.758,26.12,1
93,"2008-10",179.166,25.87,99,677888.539453698,"Acre",99,677888.539453698,10,2008,"Acre",179.166,25.87,1
94,"2008-11",246.543,25.36,336,677888.539453698,"Acre",336,677888.539453698,11,2008,"Acre",246.543,25.36,1
95,"2008-12",296.618,24.94,643,677888.539453698,"Acre",643,677888.539453698,12,2008,"Acre",296.618,24.94,1
96,"2009-01",305.611,24.77,2919,684443.968385456,"Acre",2919,684443.968385456,1,2009,"Acre",305.611,24.77,1
97,"2009-02",279.212,24.87,6004,684443.968385456,"Acre",6004,684443.968385456,2,2009,"Acre",279.212,24.87,1
98,"2009-03",353.241,24.64,5001,684443.968385456,"Acre",5001,684443.968385456,3,2009,"Acre",353.241,24.64,1
99,"2009-04",284.756,24.3,1376,684443.968385456,"Acre",1376,684443.968385456,4,2009,"Acre",284.756,24.3,1
100,"2009-05",165.102,24.32,711,684443.968385456,"Acre",711,684443.968385456,5,2009,"Acre",165.102,24.32,1
101,"2009-06",69.543,23.32,253,684443.968385456,"Acre",253,684443.968385456,6,2009,"Acre",69.543,23.32,1
102,"2009-07",66.02,23.87,119,684443.968385456,"Acre",119,684443.968385456,7,2009,"Acre",66.02,23.87,1
103,"2009-08",65.326,25.57,91,684443.968385456,"Acre",91,684443.968385456,8,2009,"Acre",65.326,25.57,1
104,"2009-09",93.039,26.23,77,684443.968385456,"Acre",77,684443.968385456,9,2009,"Acre",93.039,26.23,1
105,"2009-10",148.198,26.39,161,684443.968385456,"Acre",161,684443.968385456,10,2009,"Acre",148.198,26.39,1
106,"2009-11",205.5,26.16,479,684443.968385456,"Acre",479,684443.968385456,11,2009,"Acre",205.5,26.16,1
107,"2009-12",314.24,25.2,1281,684443.968385456,"Acre",1281,684443.968385456,12,2009,"Acre",314.24,25.2,1
108,"2010-01",217.414,25.68,3962,690893.493780353,"Acre",3962,690893.493780353,1,2010,"Acre",217.414,25.68,1
109,"2010-02",274.036,25.97,7715,690893.493780353,"Acre",7715,690893.493780353,2,2010,"Acre",274.036,25.97,1
110,"2010-03",247.647,25.92,6103,690893.493780353,"Acre",6103,690893.493780353,3,2010,"Acre",247.647,25.92,1
111,"2010-04",121.531,25.77,3039,690893.493780353,"Acre",3039,690893.493780353,4,2010,"Acre",121.531,25.77,1
112,"2010-05",106.99,24.4,1424,690893.493780353,"Acre",1424,690893.493780353,5,2010,"Acre",106.99,24.4,1
113,"2010-06",30.499,24.82,849,690893.493780353,"Acre",849,690893.493780353,6,2010,"Acre",30.499,24.82,1
114,"2010-07",33.44,24.4,793,690893.493780353,"Acre",793,690893.493780353,7,2010,"Acre",33.44,24.4,1
115,"2010-08",24.28,26.63,426,690893.493780353,"Acre",426,690893.493780353,8,2010,"Acre",24.28,26.63,1
116,"2010-09",76.572,27.01,610,690893.493780353,"Acre",610,690893.493780353,9,2010,"Acre",76.572,27.01,1
117,"2010-10",217.882,26,1033,690893.493780353,"Acre",1033,690893.493780353,10,2010,"Acre",217.882,26,1
118,"2010-11",241.231,25.1,3022,690893.493780353,"Acre",3022,690893.493780353,11,2010,"Acre",241.231,25.1,1
119,"2010-12",190.48,25.35,5515,690893.493780353,"Acre",5515,690893.493780353,12,2010,"Acre",190.48,25.35,1
120,"2011-01",236.757,25,8492,697251.236109968,"Acre",8492,697251.236109968,1,2011,"Acre",236.757,25,1
121,"2011-02",258.259,24.63,4707,697251.236109968,"Acre",4707,697251.236109968,2,2011,"Acre",258.259,24.63,1
122,"2011-03",321.717,24.49,2927,697251.236109968,"Acre",2927,697251.236109968,3,2011,"Acre",321.717,24.49,1
123,"2011-04",204.158,24.58,1249,697251.236109968,"Acre",1249,697251.236109968,4,2011,"Acre",204.158,24.58,1
124,"2011-05",85.352,24.14,334,697251.236109968,"Acre",334,697251.236109968,5,2011,"Acre",85.352,24.14,1
125,"2011-06",60.731,24.44,121,697251.236109968,"Acre",121,697251.236109968,6,2011,"Acre",60.731,24.44,1
126,"2011-07",35.683,24.75,55,697251.236109968,"Acre",55,697251.236109968,7,2011,"Acre",35.683,24.75,1
127,"2011-08",47.933,25.63,54,697251.236109968,"Acre",54,697251.236109968,8,2011,"Acre",47.933,25.63,1
128,"2011-09",145.121,26.03,38,697251.236109968,"Acre",38,697251.236109968,9,2011,"Acre",145.121,26.03,1
129,"2011-10",214.633,25.25,59,697251.236109968,"Acre",59,697251.236109968,10,2011,"Acre",214.633,25.25,1
130,"2011-11",201.393,25.49,49,697251.236109968,"Acre",49,697251.236109968,11,2011,"Acre",201.393,25.49,1
131,"2011-12",283.835,24.97,716,697251.236109968,"Acre",716,697251.236109968,12,2011,"Acre",283.835,24.97,1
132,"2012-01",306.511,24.71,393,703506.605020617,"Acre",393,703506.605020617,1,2012,"Acre",306.511,24.71,1
133,"2012-02",290.941,24.42,379,703506.605020617,"Acre",379,703506.605020617,2,2012,"Acre",290.941,24.42,1
134,"2012-03",301.756,24.55,201,703506.605020617,"Acre",201,703506.605020617,3,2012,"Acre",301.756,24.55,1
135,"2012-04",258.084,24.68,165,703506.605020617,"Acre",165,703506.605020617,4,2012,"Acre",258.084,24.68,1
136,"2012-05",121.748,24.17,168,703506.605020617,"Acre",168,703506.605020617,5,2012,"Acre",121.748,24.17,1
137,"2012-06",74.151,23.62,90,703506.605020617,"Acre",90,703506.605020617,6,2012,"Acre",74.151,23.62,1
138,"2012-07",25.579,24.12,67,703506.605020617,"Acre",67,703506.605020617,7,2012,"Acre",25.579,24.12,1
139,"2012-08",37.871,25.95,51,703506.605020617,"Acre",51,703506.605020617,8,2012,"Acre",37.871,25.95,1
140,"2012-09",115.208,26.36,39,703506.605020617,"Acre",39,703506.605020617,9,2012,"Acre",115.208,26.36,1
141,"2012-10",186.395,25.55,111,703506.605020617,"Acre",111,703506.605020617,10,2012,"Acre",186.395,25.55,1
142,"2012-11",272.71,25.62,280,703506.605020617,"Acre",280,703506.605020617,11,2012,"Acre",272.71,25.62,1
143,"2012-12",297.785,24.84,501,703506.605020617,"Acre",501,703506.605020617,12,2012,"Acre",297.785,24.84,1
144,"2013-01",324.667,25.07,714,709680.781219672,"Acre",714,709680.781219672,1,2013,"Acre",324.667,25.07,1
145,"2013-02",318.066,24.91,584,709680.781219672,"Acre",584,709680.781219672,2,2013,"Acre",318.066,24.91,1
146,"2013-03",336.252,24.99,437,709680.781219672,"Acre",437,709680.781219672,3,2013,"Acre",336.252,24.99,1
147,"2013-04",117.427,25.19,204,709680.781219672,"Acre",204,709680.781219672,4,2013,"Acre",117.427,25.19,1
148,"2013-05",113.301,24.63,95,709680.781219672,"Acre",95,709680.781219672,5,2013,"Acre",113.301,24.63,1
149,"2013-06",102.461,24.33,82,709680.781219672,"Acre",82,709680.781219672,6,2013,"Acre",102.461,24.33,1
150,"2013-07",43.859,23.74,71,709680.781219672,"Acre",71,709680.781219672,7,2013,"Acre",43.859,23.74,1
151,"2013-08",66.639,24.26,21,709680.781219672,"Acre",21,709680.781219672,8,2013,"Acre",66.639,24.26,1
152,"2013-09",108.458,25.63,23,709680.781219672,"Acre",23,709680.781219672,9,2013,"Acre",108.458,25.63,1
153,"2013-10",209.41,25.3,21,709680.781219672,"Acre",21,709680.781219672,10,2013,"Acre",209.41,25.3,1
154,"2013-11",240.909,25.05,74,709680.781219672,"Acre",74,709680.781219672,11,2013,"Acre",240.909,25.05,1
155,"2013-12",237.702,25.41,105,709680.781219672,"Acre",105,709680.781219672,12,2013,"Acre",237.702,25.41,1
156,"2014-01",321.821,24.56,330,715780.824942924,"Acre",330,715780.824942924,1,2014,"Acre",321.821,24.56,1
157,"2014-02",281.842,24.64,126,715780.824942924,"Acre",126,715780.824942924,2,2014,"Acre",281.842,24.64,1
158,"2014-03",293.87,24.65,203,715780.824942924,"Acre",203,715780.824942924,3,2014,"Acre",293.87,24.65,1
159,"2014-04",223.282,24.69,293,715780.824942924,"Acre",293,715780.824942924,4,2014,"Acre",223.282,24.69,1
160,"2014-05",132.623,24,439,715780.824942924,"Acre",439,715780.824942924,5,2014,"Acre",132.623,24,1
161,"2014-06",72.219,23.89,428,715780.824942924,"Acre",428,715780.824942924,6,2014,"Acre",72.219,23.89,1
162,"2014-07",53.068,23.62,609,715780.824942924,"Acre",609,715780.824942924,7,2014,"Acre",53.068,23.62,1
163,"2014-08",85.662,24.84,1679,715780.824942924,"Acre",1679,715780.824942924,8,2014,"Acre",85.662,24.84,1
164,"2014-09",124.432,25.99,7091,715780.824942924,"Acre",7091,715780.824942924,9,2014,"Acre",124.432,25.99,1
165,"2014-10",206.418,25.53,8059,715780.824942924,"Acre",8059,715780.824942924,10,2014,"Acre",206.418,25.53,1
166,"2014-11",283.96,24.99,5626,715780.824942924,"Acre",5626,715780.824942924,11,2014,"Acre",283.96,24.99,1
167,"2014-12",277.762,25,3767,715780.824942924,"Acre",3767,715780.824942924,12,2014,"Acre",277.762,25,1
168,"2015-01",336.277,24.28,2334,721810.266308267,"Acre",2334,721810.266308267,1,2015,"Acre",336.277,24.28,1
169,"2015-02",287.955,24.97,1452,721810.266308267,"Acre",1452,721810.266308267,2,2015,"Acre",287.955,24.97,1
170,"2015-03",333.485,24.76,929,721810.266308267,"Acre",929,721810.266308267,3,2015,"Acre",333.485,24.76,1
171,"2015-04",267.523,24.58,342,721810.266308267,"Acre",342,721810.266308267,4,2015,"Acre",267.523,24.58,1
172,"2015-05",187.802,24.09,245,721810.266308267,"Acre",245,721810.266308267,5,2015,"Acre",187.802,24.09,1
173,"2015-06",69.643,24.19,224,721810.266308267,"Acre",224,721810.266308267,6,2015,"Acre",69.643,24.19,1
174,"2015-07",52.826,24.4,114,721810.266308267,"Acre",114,721810.266308267,7,2015,"Acre",52.826,24.4,1
175,"2015-08",64.388,26.55,55,721810.266308267,"Acre",55,721810.266308267,8,2015,"Acre",64.388,26.55,1
176,"2015-09",82.956,26.91,71,721810.266308267,"Acre",71,721810.266308267,9,2015,"Acre",82.956,26.91,1
177,"2015-10",130.737,26.94,80,721810.266308267,"Acre",80,721810.266308267,10,2015,"Acre",130.737,26.94,1
178,"2015-11",212.699,26.1,88,721810.266308267,"Acre",88,721810.266308267,11,2015,"Acre",212.699,26.1,1
179,"2015-12",204.918,25.92,162,721810.266308267,"Acre",162,721810.266308267,12,2015,"Acre",204.918,25.92,1
180,"2016-01",212.224,26.35,270,727779.695669389,"Acre",270,727779.695669389,1,2016,"Acre",212.224,26.35,1
181,"2016-02",269.139,25.73,445,727779.695669389,"Acre",445,727779.695669389,2,2016,"Acre",269.139,25.73,1
182,"2016-03",273.161,25.55,354,727779.695669389,"Acre",354,727779.695669389,3,2016,"Acre",273.161,25.55,1
183,"2016-04",163.655,25.29,244,727779.695669389,"Acre",244,727779.695669389,4,2016,"Acre",163.655,25.29,1
184,"2016-05",103.626,24.58,115,727779.695669389,"Acre",115,727779.695669389,5,2016,"Acre",103.626,24.58,1
185,"2016-06",41.121,23.98,70,727779.695669389,"Acre",70,727779.695669389,6,2016,"Acre",41.121,23.98,1
186,"2016-07",20.072,25.62,68,727779.695669389,"Acre",68,727779.695669389,7,2016,"Acre",20.072,25.62,1
187,"2016-08",76.28,26.35,46,727779.695669389,"Acre",46,727779.695669389,8,2016,"Acre",76.28,26.35,1
188,"2016-09",143.498,25.6,43,727779.695669389,"Acre",43,727779.695669389,9,2016,"Acre",143.498,25.6,1
189,"2016-10",186.362,25.68,42,727779.695669389,"Acre",42,727779.695669389,10,2016,"Acre",186.362,25.68,1
190,"2016-11",205.542,25.47,65,727779.695669389,"Acre",65,727779.695669389,11,2016,"Acre",205.542,25.47,1
191,"2016-12",247.881,25.39,103,727779.695669389,"Acre",103,727779.695669389,12,2016,"Acre",247.881,25.39,1
0,"2001-01",33.255,25.56,NA,1678325.5078125,"Alagoas",NA,1678325.5078125,1,2001,"Alagoas",33.255,25.56,0
1,"2001-02",27.669,26.58,NA,1678325.5078125,"Alagoas",NA,1678325.5078125,2,2001,"Alagoas",27.669,26.58,0
2,"2001-03",61.591,25.91,1958,1678325.5078125,"Alagoas",1958,1678325.5078125,3,2001,"Alagoas",61.591,25.91,0
3,"2001-04",43.929,25.25,3153,1678325.5078125,"Alagoas",3153,1678325.5078125,4,2001,"Alagoas",43.929,25.25,0
4,"2001-05",36.079,25.33,2886,1678325.5078125,"Alagoas",2886,1678325.5078125,5,2001,"Alagoas",36.079,25.33,0
5,"2001-06",124.344,22.95,628,1678325.5078125,"Alagoas",628,1678325.5078125,6,2001,"Alagoas",124.344,22.95,0
6,"2001-07",103.309,22.41,139,1678325.5078125,"Alagoas",139,1678325.5078125,7,2001,"Alagoas",103.309,22.41,0
7,"2001-08",75.879,21.97,114,1678325.5078125,"Alagoas",114,1678325.5078125,8,2001,"Alagoas",75.879,21.97,0
8,"2001-09",43.946,23.59,118,1678325.5078125,"Alagoas",118,1678325.5078125,9,2001,"Alagoas",43.946,23.59,0
9,"2001-10",52.355,24.79,178,1678325.5078125,"Alagoas",178,1678325.5078125,10,2001,"Alagoas",52.355,24.79,0
10,"2001-11",20.305,25.91,439,1678325.5078125,"Alagoas",439,1678325.5078125,11,2001,"Alagoas",20.305,25.91,0
11,"2001-12",56.527,25.97,882,1678325.5078125,"Alagoas",882,1678325.5078125,12,2001,"Alagoas",56.527,25.97,0
12,"2002-01",125.603,24.95,4457,1693094.203125,"Alagoas",4457,1693094.203125,1,2002,"Alagoas",125.603,24.95,0
13,"2002-02",72.908,25.52,4855,1693094.203125,"Alagoas",4855,1693094.203125,2,2002,"Alagoas",72.908,25.52,0
14,"2002-03",69.623,25.59,4111,1693094.203125,"Alagoas",4111,1693094.203125,3,2002,"Alagoas",69.623,25.59,0
15,"2002-04",61.058,25.26,1943,1693094.203125,"Alagoas",1943,1693094.203125,4,2002,"Alagoas",61.058,25.26,0
16,"2002-05",101.123,24.26,656,1693094.203125,"Alagoas",656,1693094.203125,5,2002,"Alagoas",101.123,24.26,0
17,"2002-06",161.556,22.81,229,1693094.203125,"Alagoas",229,1693094.203125,6,2002,"Alagoas",161.556,22.81,0
18,"2002-07",75.618,22.68,160,1693094.203125,"Alagoas",160,1693094.203125,7,2002,"Alagoas",75.618,22.68,0
19,"2002-08",71.353,22.23,148,1693094.203125,"Alagoas",148,1693094.203125,8,2002,"Alagoas",71.353,22.23,0
20,"2002-09",31.554,23.82,163,1693094.203125,"Alagoas",163,1693094.203125,9,2002,"Alagoas",31.554,23.82,0
21,"2002-10",33.814,24.62,148,1693094.203125,"Alagoas",148,1693094.203125,10,2002,"Alagoas",33.814,24.62,0
22,"2002-11",26.948,25.82,202,1693094.203125,"Alagoas",202,1693094.203125,11,2002,"Alagoas",26.948,25.82,0
23,"2002-12",34.679,26.76,383,1693094.203125,"Alagoas",383,1693094.203125,12,2002,"Alagoas",34.679,26.76,0
24,"2003-01",55.754,27.3,677,1707744.796875,"Alagoas",677,1707744.796875,1,2003,"Alagoas",55.754,27.3,0
25,"2003-02",50.087,26.07,919,1707744.796875,"Alagoas",919,1707744.796875,2,2003,"Alagoas",50.087,26.07,0
26,"2003-03",78.787,26.12,909,1707744.796875,"Alagoas",909,1707744.796875,3,2003,"Alagoas",78.787,26.12,0
27,"2003-04",38.554,26.27,832,1707744.796875,"Alagoas",832,1707744.796875,4,2003,"Alagoas",38.554,26.27,0
28,"2003-05",63.304,25.05,937,1707744.796875,"Alagoas",937,1707744.796875,5,2003,"Alagoas",63.304,25.05,0
29,"2003-06",84.123,23.48,657,1707744.796875,"Alagoas",657,1707744.796875,6,2003,"Alagoas",84.123,23.48,0
30,"2003-07",65.095,22.63,451,1707744.796875,"Alagoas",451,1707744.796875,7,2003,"Alagoas",65.095,22.63,0
31,"2003-08",47.507,23.23,253,1707744.796875,"Alagoas",253,1707744.796875,8,2003,"Alagoas",47.507,23.23,0
32,"2003-09",55.189,23.87,219,1707744.796875,"Alagoas",219,1707744.796875,9,2003,"Alagoas",55.189,23.87,0
33,"2003-10",41.301,24.88,254,1707744.796875,"Alagoas",254,1707744.796875,10,2003,"Alagoas",41.301,24.88,0
34,"2003-11",34.986,25.98,399,1707744.796875,"Alagoas",399,1707744.796875,11,2003,"Alagoas",34.986,25.98,0
35,"2003-12",22.743,26.8,468,1707744.796875,"Alagoas",468,1707744.796875,12,2003,"Alagoas",22.743,26.8,0
36,"2004-01",259.481,25.61,879,1722277.21875,"Alagoas",879,1722277.21875,1,2004,"Alagoas",259.481,25.61,0
37,"2004-02",96.29,25.35,609,1722277.21875,"Alagoas",609,1722277.21875,2,2004,"Alagoas",96.29,25.35,0
38,"2004-03",39.594,25.97,681,1722277.21875,"Alagoas",681,1722277.21875,3,2004,"Alagoas",39.594,25.97,0
39,"2004-04",50.893,25.69,642,1722277.21875,"Alagoas",642,1722277.21875,4,2004,"Alagoas",50.893,25.69,0
