"X","time_period","rainfall","mean_temperature","disease_cases","population","location","Cases","E","month","ID_year","ID_spat","rainsum","meantemperature","group"
150,"2013-07",12.267,19.75,124,3793946.0744464,"Amazonas",124,3793946.0744464,7,2013,"Amazonas",12.267,19.75,0
151,"2013-08",7.45,20.6,81,3793946.0744464,"Amazonas",81,3793946.0744464,8,2013,"Amazonas",7.45,20.6,0
152,"2013-09",32.717,22.57,66,3793946.0744464,"Amazonas",66,3793946.0744464,9,2013,"Amazonas",32.717,22.57,0
153,"2013-10",92.552,22.43,74,3793946.0744464,"Amazonas",74,3793946.0744464,10,2013,"Amazonas",92.552,22.43,0
154,"2013-11",152.317,23.03,114,3793946.0744464,"Amazonas",114,3793946.0744464,11,2013,"Amazonas",152.317,23.03,0
155,"2013-12",339.076,23.02,177,3793946.0744464,"Amazonas",177,3793946.0744464,12,2013,"Amazonas",339.076,23.02,0
156,"2014-01",69.028,23.96,617,3826556.84473949,"Amazonas",617,3826556.84473949,1,2014,"Amazonas",69.028,23.96,0
157,"2014-02",46.881,24.43,638,3826556.84473949,"Amazonas",638,3826556.84473949,2,2014,"Amazonas",46.881,24.43,0
158,"2014-03",119.339,23.39,436,3826556.84473949,"Amazonas",436,3826556.84473949,3,2014,"Amazonas",119.339,23.39,0
159,"2014-04",64.242,22.69,499,3826556.84473949,"Amazonas",499,3826556.84473949,4,2014,"Amazonas",64.242,22.69,0
160,"2014-05",12.615,21.11,220,3826556.84473949,"Amazonas",220,3826556.84473949,5,2014,"Amazonas",12.615,21.11,0
161,"2014-06",12.618,20.23,158,3826556.84473949,"Amazonas",158,3826556.84473949,6,2014,"Amazonas",12.618,20.23,0
162,"2014-07",35.366,19.53,128,3826556.84473949,"Amazonas",128,3826556.84473949,7,2014,"Amazonas",35.366,19.53,0
163,"2014-08",6.685,20.65,134,3826556.84473949,"Amazonas",134,3826556.84473949,8,2014,"Amazonas",6.685,20.65,0
164,"2014-09",12.506,23.45,128,3826556.84473949,"Amazonas",128,3826556.84473949,9,2014,"Amazonas",12.506,23.45,0
165,"2014-10",73.762,24.08,82,3826556.84473949,"Amazonas",82,3826556.84473949,10,2014,"Amazonas",73.762,24.08,0
166,"2014-11",197.252,22.94,154,3826556.84473949,"Amazonas",154,3826556.84473949,11,2014,"Amazonas",197.252,22.94,0
167,"2014-12",153.039,23.14,171,3826556.84473949,"Amazonas",171,3826556.84473949,12,2014,"Amazonas",153.039,23.14,0
168,"2015-01",50.368,25.73,255,3858790.17556161,"Amazonas",255,3858790.17556161,1,2015,"Amazonas",50.368,25.73,0
169,"2015-02",165.328,23.9,238,3858790.17556161,"Amazonas",238,3858790.17556161,2,2015,"Amazonas",165.328,23.9,0
170,"2015-03",155.101,23.53,466,3858790.17556161,"Amazonas",466,3858790.17556161,3,2015,"Amazonas",155.101,23.53,0
171,"2015-04",69.185,22.71,428,3858790.17556161,"Amazonas",428,3858790.17556161,4,2015,"Amazonas",69.185,22.71,0
172,"2015-05",46.706,20.57,262,3858790.17556161,"Amazonas",262,3858790.17556161,5,2015,"Amazonas",46.706,20.57,0
173,"2015-06",15.698,20.03,155,3858790.17556161,"Amazonas",155,3858790.17556161,6,2015,"Amazonas",15.698,20.03,0
174,"2015-07",10.781,20.43,84,3858790.17556161,"Amazonas",84,3858790.17556161,7,2015,"Amazonas",10.781,20.43,0
175,"2015-08",8.067,21.14,66,3858790.17556161,"Amazonas",66,3858790.17556161,8,2015,"Amazonas",8.067,21.14,0
176,"2015-09",44.353,24.74,69,3858790.17556161,"Amazonas",69,3858790.17556161,9,2015,"Amazonas",44.353,24.74,0
177,"2015-10",44.704,26.18,71,3858790.17556161,"Amazonas",71,3858790.17556161,10,2015,"Amazonas",44.704,26.18,0
178,"2015-11",147.218,25.64,61,3858790.17556161,"Amazonas",61,3858790.17556161,11,2015,"Amazonas",147.218,25.64,0
179,"2015-12",137.238,25.4,68,3858790.17556161,"Amazonas",68,3858790.17556161,12,2015,"Amazonas",137.238,25.4,0
180,"2016-01",373.911,23.36,134,3890702.68283338,"Amazonas",134,3890702.68283338,1,2016,"Amazonas",373.911,23.36,0
181,"2016-02",71.936,25.09,357,3890702.68283338,"Amazonas",357,3890702.68283338,2,2016,"Amazonas",71.936,25.09,0
182,"2016-03",96.472,24.68,458,3890702.68283338,"Amazonas",458,3890702.68283338,3,2016,"Amazonas",96.472,24.68,0
183,"2016-04",25.371,24.58,519,3890702.68283338,"Amazonas",519,3890702.68283338,4,2016,"Amazonas",25.371,24.58,0
184,"2016-05",15.516,21.93,218,3890702.68283338,"Amazonas",218,3890702.68283338,5,2016,"Amazonas",15.516,21.93,0
185,"2016-06",27.827,19.99,148,3890702.68283338,"Amazonas",148,3890702.68283338,6,2016,"Amazonas",27.827,19.99,0
186,"2016-07",5.744,20.52,98,3890702.68283338,"Amazonas",98,3890702.68283338,7,2016,"Amazonas",5.744,20.52,0
187,"2016-08",13.05,21.8,78,3890702.68283338,"Amazonas",78,3890702.68283338,8,2016,"Amazonas",13.05,21.8,0
188,"2016-09",34.876,23.74,51,3890702.68283338,"Amazonas",51,3890702.68283338,9,2016,"Amazonas",34.876,23.74,0
189,"2016-10",94.906,23.9,35,3890702.68283338,"Amazonas",35,3890702.68283338,10,2016,"Amazonas",94.906,23.9,0
190,"2016-11",226.219,22.96,59,3890702.68283338,"Amazonas",59,3890702.68283338,11,2016,"Amazonas",226.219,22.96,0
191,"2016-12",182.89,23.75,73,3890702.68283338,"Amazonas",73,3890702.68283338,12,2016,"Amazonas",182.89,23.75,0
0,"2001-01",359.045,23.75,NA,12836512.7518005,"Bahia",NA,12836512.7518005,1,2001,"Bahia",359.045,23.75,0
1,"2001-02",267.982,23.98,NA,12836512.7518005,"Bahia",NA,12836512.7518005,2,2001,"Bahia",267.982,23.98,0
2,"2001-03",327.167,24.17,5918,12836512.7518005,"Bahia",5918,12836512.7518005,3,2001,"Bahia",327.167,24.17,0
3,"2001-04",302.691,24.39,5678,12836512.7518005,"Bahia",5678,12836512.7518005,4,2001,"Bahia",302.691,24.39,0
4,"2001-05",189.203,24.9,4901,12836512.7518005,"Bahia",4901,12836512.7518005,5,2001,"Bahia",189.203,24.9,0
5,"2001-06",169.732,24,2069,12836512.7518005,"Bahia",2069,12836512.7518005,6,2001,"Bahia",169.732,24,0
6,"2001-07",73.017,24.91,1179,12836512.7518005,"Bahia",1179,12836512.7518005,7,2001,"Bahia",73.017,24.91,0
7,"2001-08",25.582,26.81,683,12836512.7518005,"Bahia",683,12836512.7518005,8,2001,"Bahia",25.582,26.81,0
8,"2001-09",87.205,26.38,606,12836512.7518005,"Bahia",606,12836512.7518005,9,2001,"Bahia",87.205,26.38,0
9,"2001-10",102.901,26.94,571,12836512.7518005,"Bahia",571,12836512.7518005,10,2001,"Bahia",102.901,26.94,0
10,"2001-11",128.511,26.66,769,12836512.7518005,"Bahia",769,12836512.7518005,11,2001,"Bahia",128.511,26.66,0
11,"2001-12",185.591,26.09,948,12836512.7518005,"Bahia",948,12836512.7518005,12,2001,"Bahia",185.591,26.09,0
12,"2002-01",290.762,24.79,5319,12978594.8319702,"Bahia",5319,12978594.8319702,1,2002,"Bahia",290.762,24.79,0
13,"2002-02",256.731,24.85,18451,12978594.8319702,"Bahia",18451,12978594.8319702,2,2002,"Bahia",256.731,24.85,0
14,"2002-03",321.734,24.75,28071,12978594.8319702,"Bahia",28071,12978594.8319702,3,2002,"Bahia",321.734,24.75,0
15,"2002-04",307.492,24.67,15497,12978594.8319702,"Bahia",15497,12978594.8319702,4,2002,"Bahia",307.492,24.67,0
16,"2002-05",204.875,24.97,5244,12978594.8319702,"Bahia",5244,12978594.8319702,5,2002,"Bahia",204.875,24.97,0
17,"2002-06",122.555,24.88,1700,12978594.8319702,"Bahia",1700,12978594.8319702,6,2002,"Bahia",122.555,24.88,0
18,"2002-07",50.472,25.95,1033,12978594.8319702,"Bahia",1033,12978594.8319702,7,2002,"Bahia",50.472,25.95,0
19,"2002-08",29.176,27.11,929,12978594.8319702,"Bahia",929,12978594.8319702,8,2002,"Bahia",29.176,27.11,0
20,"2002-09",40.521,27.79,1018,12978594.8319702,"Bahia",1018,12978594.8319702,9,2002,"Bahia",40.521,27.79,0
21,"2002-10",72.713,27.24,871,12978594.8319702,"Bahia",871,12978594.8319702,10,2002,"Bahia",72.713,27.24,0
22,"2002-11",112.577,26.73,862,12978594.8319702,"Bahia",862,12978594.8319702,11,2002,"Bahia",112.577,26.73,0
23,"2002-12",204.564,25.69,1024,12978594.8319702,"Bahia",1024,12978594.8319702,12,2002,"Bahia",204.564,25.69,0
24,"2003-01",173.434,25.7,3341,13120457.5983276,"Bahia",3341,13120457.5983276,1,2003,"Bahia",173.434,25.7,0
25,"2003-02",328.492,24.5,6813,13120457.5983276,"Bahia",6813,13120457.5983276,2,2003,"Bahia",328.492,24.5,0
26,"2003-03",310.135,24.58,12555,13120457.5983276,"Bahia",12555,13120457.5983276,3,2003,"Bahia",310.135,24.58,0
27,"2003-04",313.227,24.66,10204,13120457.5983276,"Bahia",10204,13120457.5983276,4,2003,"Bahia",313.227,24.66,0
28,"2003-05",203.384,24.95,5631,13120457.5983276,"Bahia",5631,13120457.5983276,5,2003,"Bahia",203.384,24.95,0
29,"2003-06",107.765,24.94,1864,13120457.5983276,"Bahia",1864,13120457.5983276,6,2003,"Bahia",107.765,24.94,0
30,"2003-07",54.876,25.92,943,13120457.5983276,"Bahia",943,13120457.5983276,7,2003,"Bahia",54.876,25.92,0
31,"2003-08",82.637,26.42,531,13120457.5983276,"Bahia",531,13120457.5983276,8,2003,"Bahia",82.637,26.42,0
32,"2003-09",79.708,26.63,405,13120457.5983276,"Bahia",405,13120457.5983276,9,2003,"Bahia",79.708,26.63,0
33,"2003-10",137.48,26.5,420,13120457.5983276,"Bahia",420,13120457.5983276,10,2003,"Bahia",137.48,26.5,0
34,"2003-11",161.134,26.09,349,13120457.5983276,"Bahia",349,13120457.5983276,11,2003,"Bahia",161.134,26.09,0
35,"2003-12",155.163,26.08,439,13120457.5983276,"Bahia",439,13120457.5983276,12,2003,"Bahia",155.163,26.08,0
36,"2004-01",309.234,25.03,441,13262099.4129944,"Bahia",441,13262099.4129944,1,2004,"Bahia",309.234,25.03,0
37,"2004-02",424.76,24.14,768,13262099.4129944,"Bahia",768,13262099.4129944,2,2004,"Bahia",424.76,24.14,0
38,"2004-03",415.747,24.48,1258,13262099.4129944,"Bahia",1258,13262099.4129944,3,2004,"Bahia",415.747,24.48,0
39,"2004-04",297.342,24.93,729,13262099.4129944,"Bahia",729,13262099.4129944,4,2004,"Bahia",297.342,24.93,0
40,"2004-05",180.95,25.19,612,13262099.4129944,"Bahia",612,13262099.4129944,5,2004,"Bahia",180.95,25.19,0
41,"2004-06",83.484,25.03,376,13262099.4129944,"Bahia",376,13262099.4129944,6,2004,"Bahia",83.484,25.03,0
42,"2004-07",86.526,25.14,264,13262099.4129944,"Bahia",264,13262099.4129944,7,2004,"Bahia",86.526,25.14,0
43,"2004-08",55.418,26.36,151,13262099.4129944,"Bahia",151,13262099.4129944,8,2004,"Bahia",55.418,26.36,0
44,"2004-09",70.574,26.83,95,13262099.4129944,"Bahia",95,13262099.4129944,9,2004,"Bahia",70.574,26.83,0
45,"2004-10",130.732,26.81,68,13262099.4129944,"Bahia",68,13262099.4129944,10,2004,"Bahia",130.732,26.81,0
46,"2004-11",97.392,27,138,13262099.4129944,"Bahia",138,13262099.4129944,11,2004,"Bahia",97.392,27,0
47,"2004-12",177.79,26.36,297,13262099.4129944,"Bahia",297,13262099.4129944,12,2004,"Bahia",177.79,26.36,0
48,"2005-01",258.312,25.76,1006,13403517.7300415,"Bahia",1006,13403517.7300415,1,2005,"Bahia",258.312,25.76,0
49,"2005-02",353.431,25,1920,13403517.7300415,"Bahia",1920,13403517.7300415,2,2005,"Bahia",353.431,25,0
50,"2005-03",388.705,24.76,5026,13403517.7300415,"Bahia",5026,13403517.7300415,3,2005,"Bahia",388.705,24.76,0
51,"2005-04",282.688,25.02,4862,13403517.7300415,"Bahia",4862,13403517.7300415,4,2005,"Bahia",282.688,25.02,0
52,"2005-05",188.244,25,3116,13403517.7300415,"Bahia",3116,13403517.7300415,5,2005,"Bahia",188.244,25,0
53,"2005-06",62.362,25.86,1053,13403517.7300415,"Bahia",1053,13403517.7300415,6,2005,"Bahia",62.362,25.86,0
54,"2005-07",52.454,26.29,506,13403517.7300415,"Bahia",506,13403517.7300415,7,2005,"Bahia",52.454,26.29,0
55,"2005-08",34.212,27.5,358,13403517.7300415,"Bahia",358,13403517.7300415,8,2005,"Bahia",34.212,27.5,0
56,"2005-09",40.534,28.08,287,13403517.7300415,"Bahia",287,13403517.7300415,9,2005,"Bahia",40.534,28.08,0
57,"2005-10",73.399,27.59,274,13403517.7300415,"Bahia",274,13403517.7300415,10,2005,"Bahia",73.399,27.59,0
58,"2005-11",141.652,26.96,359,13403517.7300415,"Bahia",359,13403517.7300415,11,2005,"Bahia",141.652,26.96,0
59,"2005-12",349.067,24.7,428,13403517.7300415,"Bahia",428,13403517.7300415,12,2005,"Bahia",349.067,24.7,0
60,"2006-01",310.669,24.81,899,13550423.7467359,"Bahia",899,13550423.7467359,1,2006,"Bahia",310.669,24.81,0
61,"2006-02",300.818,24.67,1044,13550423.7467359,"Bahia",1044,13550423.7467359,2,2006,"Bahia",300.818,24.67,0
62,"2006-03",363.28,24.45,1540,13550423.7467359,"Bahia",1540,13550423.7467359,3,2006,"Bahia",363.28,24.45,0
63,"2006-04",367.864,24.18,1586,13550423.7467359,"Bahia",1586,13550423.7467359,4,2006,"Bahia",367.864,24.18,0
64,"2006-05",293.496,24.2,1205,13550423.7467359,"Bahia",1205,13550423.7467359,5,2006,"Bahia",293.496,24.2,0
65,"2006-06",85.291,25.15,447,13550423.7467359,"Bahia",447,13550423.7467359,6,2006,"Bahia",85.291,25.15,0
66,"2006-07",56.9,26.27,274,13550423.7467359,"Bahia",274,13550423.7467359,7,2006,"Bahia",56.9,26.27,0
67,"2006-08",31.077,27.27,189,13550423.7467359,"Bahia",189,13550423.7467359,8,2006,"Bahia",31.077,27.27,0
68,"2006-09",44.904,27.72,154,13550423.7467359,"Bahia",154,13550423.7467359,9,2006,"Bahia",44.904,27.72,0
69,"2006-10",87.413,27.59,255,13550423.7467359,"Bahia",255,13550423.7467359,10,2006,"Bahia",87.413,27.59,0
70,"2006-11",213.812,26.01,425,13550423.7467359,"Bahia",425,13550423.7467359,11,2006,"Bahia",213.812,26.01,0
71,"2006-12",170.253,25.9,431,13550423.7467359,"Bahia",431,13550423.7467359,12,2006,"Bahia",170.253,25.9,0
72,"2007-01",192.111,25.87,967,13691784.7814277,"Bahia",967,13691784.7814277,1,2007,"Bahia",192.111,25.87,0
73,"2007-02",295.329,24.84,1354,13691784.7814277,"Bahia",1354,13691784.7814277,2,2007,"Bahia",295.329,24.84,0
74,"2007-03",376.901,24.53,1981,13691784.7814277,"Bahia",1981,13691784.7814277,3,2007,"Bahia",376.901,24.53,0
75,"2007-04",318.76,24.68,1773,13691784.7814277,"Bahia",1773,13691784.7814277,4,2007,"Bahia",318.76,24.68,0
76,"2007-05",196.159,25.18,1372,13691784.7814277,"Bahia",1372,13691784.7814277,5,2007,"Bahia",196.159,25.18,0
77,"2007-06",65.687,25.43,655,13691784.7814277,"Bahia",655,13691784.7814277,6,2007,"Bahia",65.687,25.43,0
78,"2007-07",65.003,26.16,688,13691784.7814277,"Bahia",688,13691784.7814277,7,2007,"Bahia",65.003,26.16,0
79,"2007-08",38.514,27.04,463,13691784.7814277,"Bahia",463,13691784.7814277,8,2007,"Bahia",38.514,27.04,0
80,"2007-09",38.932,27.75,268,13691784.7814277,"Bahia",268,13691784.7814277,9,2007,"Bahia",38.932,27.75,0
81,"2007-10",120.386,26.77,399,13691784.7814277,"Bahia",399,13691784.7814277,10,2007,"Bahia",120.386,26.77,0
82,"2007-11",137.605,26.68,575,13691784.7814277,"Bahia",575,13691784.7814277,11,2007,"Bahia",137.605,26.68,0
83,"2007-12",257.673,25.12,579,13691784.7814277,"Bahia",579,13691784.7814277,12,2007,"Bahia",257.673,25.12,0
84,"2008-01",340.509,24.26,1420,13828609.0126627,"Bahia",1420,13828609.0126627,1,2008,"Bahia",340.509,24.26,0
85,"2008-02",294.687,24.35,3068,13828609.0126627,"Bahia",3068,13828609.0126627,2,2008,"Bahia",294.687,24.35,0
86,"2008-03",403.756,23.97,6944,13828609.0126627,"Bahia",6944,13828609.0126627,3,2008,"Bahia",403.756,23.97,0
87,"2008-04",307.728,24.25,12212,13828609.0126627,"Bahia",12212,13828609.0126627,4,2008,"Bahia",307.728,24.25,0
88,"2008-05",277.025,24.35,5911,13828609.0126627,"Bahia",5911,13828609.0126627,5,2008,"Bahia",277.025,24.35,0
89,"2008-06",109.84,25,2047,13828609.0126627,"Bahia",2047,13828609.0126627,6,2008,"Bahia",109.84,25,0
90,"2008-07",43.2,26.18,933,13828609.0126627,"Bahia",933,13828609.0126627,7,2008,"Bahia",43.2,26.18,0
91,"2008-08",37.732,27.36,540,13828609.0126627,"Bahia",540,13828609.0126627,8,2008,"Bahia",37.732,27.36,0
92,"2008-09",54.054,27.61,338,13828609.0126627,"Bahia",338,13828609.0126627,9,2008,"Bahia",54.054,27.61,0
93,"2008-10",108.998,27.15,829,13828609.0126627,"Bahia",829,13828609.0126627,10,2008,"Bahia",108.998,27.15,0
94,"2008-11",174.686,26.63,1244,13828609.0126627,"Bahia",1244,13828609.0126627,11,2008,"Bahia",174.686,26.63,0
95,"2008-12",292.291,25.25,1278,13828609.0126627,"Bahia",1278,13828609.0126627,12,2008,"Bahia",292.291,25.25,0
96,"2009-01",307.595,24.75,6879,13962336.6955066,"Bahia",6879,13962336.6955066,1,2009,"Bahia",307.595,24.75,0
97,"2009-02",371.216,24.33,15536,13962336.6955066,"Bahia",15536,13962336.6955066,2,2009,"Bahia",371.216,24.33,0
98,"2009-03",399.392,24.57,33275,13962336.6955066,"Bahia",33275,13962336.6955066,3,2009,"Bahia",399.392,24.57,0
99,"2009-04",354.063,24.51,20957,13962336.6955066,"Bahia",20957,13962336.6955066,4,2009,"Bahia",354.063,24.51,0
100,"2009-05",317.812,24.23,9664,13962336.6955066,"Bahia",9664,13962336.6955066,5,2009,"Bahia",317.812,24.23,0
101,"2009-06",163.916,24.66,3330,13962336.6955066,"Bahia",3330,13962336.6955066,6,2009,"Bahia",163.916,24.66,0
102,"2009-07",39.705,25.97,1616,13962336.6955066,"Bahia",1616,13962336.6955066,7,2009,"Bahia",39.705,25.97,0
103,"2009-08",26.414,27.55,960,13962336.6955066,"Bahia",960,13962336.6955066,8,2009,"Bahia",26.414,27.55,0
104,"2009-09",23.807,28.13,601,13962336.6955066,"Bahia",601,13962336.6955066,9,2009,"Bahia",23.807,28.13,0
105,"2009-10",91.221,27.85,502,13962336.6955066,"Bahia",502,13962336.6955066,10,2009,"Bahia",91.221,27.85,0
106,"2009-11",78.013,27.62,894,13962336.6955066,"Bahia",894,13962336.6955066,11,2009,"Bahia",78.013,27.62,0
107,"2009-12",247.473,25.91,1464,13962336.6955066,"Bahia",1464,13962336.6955066,12,2009,"Bahia",247.473,25.91,0
108,"2010-01",280.333,25.31,2909,14093903.9957521,"Bahia",2909,14093903.9957521,1,2010,"Bahia",280.333,25.31,0
109,"2010-02",233.726,25.95,3958,14093903.9957521,"Bahia",3958,14093903.9957521,2,2010,"Bahia",233.726,25.95,0
110,"2010-03",247.547,26.16,8190,14093903.9957521,"Bahia",8190,14093903.9957521,3,2010,"Bahia",247.547,26.16,0
111,"2010-04",375.284,25.44,8561,14093903.9957521,"Bahia",8561,14093903.9957521,4,2010,"Bahia",375.284,25.44,0
112,"2010-05",204.235,25.85,9664,14093903.9957521,"Bahia",9664,14093903.9957521,5,2010,"Bahia",204.235,25.85,0
113,"2010-06",80.481,25.71,5192,14093903.9957521,"Bahia",5192,14093903.9957521,6,2010,"Bahia",80.481,25.71,0
114,"2010-07",75.077,26.27,2924,14093903.9957521,"Bahia",2924,14093903.9957521,7,2010,"Bahia",75.077,26.27,0
115,"2010-08",34.995,27.32,1708,14093903.9957521,"Bahia",1708,14093903.9957521,8,2010,"Bahia",34.995,27.32,0
116,"2010-09",30.497,28.33,1087,14093903.9957521,"Bahia",1087,14093903.9957521,9,2010,"Bahia",30.497,28.33,0
117,"2010-10",102.185,27.8,956,14093903.9957521,"Bahia",956,14093903.9957521,10,2010,"Bahia",102.185,27.8,0
118,"2010-11",189.288,26.17,1648,14093903.9957521,"Bahia",1648,14093903.9957521,11,2010,"Bahia",189.288,26.17,0
119,"2010-12",247.058,25.37,2307,14093903.9957521,"Bahia",2307,14093903.9957521,12,2010,"Bahia",247.058,25.37,0
120,"2011-01",345.503,24.3,3218,14223598.9644122,"Bahia",3218,14223598.9644122,1,2011,"Bahia",345.503,24.3,0
121,"2011-02",353.036,24.26,4821,14223598.9644122,"Bahia",4821,14223598.9644122,2,2011,"Bahia",353.036,24.26,0
122,"2011-03",373.911,24.53,7429,14223598.9644122,"Bahia",7429,14223598.9644122,3,2011,"Bahia",373.911,24.53,0
123,"2011-04",375.968,24.21,8363,14223598.9644122,"Bahia",8363,14223598.9644122,4,2011,"Bahia",375.968,24.21,0
124,"2011-05",230.13,24.9,6672,14223598.9644122,"Bahia",6672,14223598.9644122,5,2011,"Bahia",230.13,24.9,0
125,"2011-06",75.561,25.68,3351,14223598.9644122,"Bahia",3351,14223598.9644122,6,2011,"Bahia",75.561,25.68,0
126,"2011-07",50.456,25.9,2062,14223598.9644122,"Bahia",2062,14223598.9644122,7,2011,"Bahia",50.456,25.9,0
127,"2011-08",34.931,27.36,1229,14223598.9644122,"Bahia",1229,14223598.9644122,8,2011,"Bahia",34.931,27.36,0
128,"2011-09",28.804,28.34,720,14223598.9644122,"Bahia",720,14223598.9644122,9,2011,"Bahia",28.804,28.34,0
129,"2011-10",190.618,26.6,614,14223598.9644122,"Bahia",614,14223598.9644122,10,2011,"Bahia",190.618,26.6,0
130,"2011-11",189.403,25.85,254,14223598.9644122,"Bahia",254,14223598.9644122,11,2011,"Bahia",189.403,25.85,0
131,"2011-12",153.993,26.41,338,14223598.9644122,"Bahia",338,14223598.9644122,12,2011,"Bahia",153.993,26.41,0
132,"2012-01",349.183,24.6,3526,14351205.5632272,"Bahia",3526,14351205.5632272,1,2012,"Bahia",349.183,24.6,0
133,"2012-02",322.864,24.3,5180,14351205.5632272,"Bahia",5180,14351205.5632272,2,2012,"Bahia",322.864,24.3,0
134,"2012-03",344.742,24.47,10020,14351205.5632272,"Bahia",10020,14351205.5632272,3,2012,"Bahia",344.742,24.47,0
135,"2012-04",231.451,25.03,10857,14351205.5632272,"Bahia",10857,14351205.5632272,4,2012,"Bahia",231.451,25.03,0
136,"2012-05",131.797,25.19,8484,14351205.5632272,"Bahia",8484,14351205.5632272,5,2012,"Bahia",131.797,25.19,0
137,"2012-06",85.249,25.1,3862,14351205.5632272,"Bahia",3862,14351205.5632272,6,2012,"Bahia",85.249,25.1,0
138,"2012-07",74.298,25.65,2524,14351205.5632272,"Bahia",2524,14351205.5632272,7,2012,"Bahia",74.298,25.65,0
139,"2012-08",34.711,27.01,1513,14351205.5632272,"Bahia",1513,14351205.5632272,8,2012,"Bahia",34.711,27.01,0
140,"2012-09",30.4,27.98,870,14351205.5632272,"Bahia",870,14351205.5632272,9,2012,"Bahia",30.4,27.98,0
141,"2012-10",75.268,27.7,750,14351205.5632272,"Bahia",750,14351205.5632272,10,2012,"Bahia",75.268,27.7,0
142,"2012-11",125.092,27.49,1154,14351205.5632272,"Bahia",1154,14351205.5632272,11,2012,"Bahia",125.092,27.49,0
143,"2012-12",210.903,25.7,1579,14351205.5632272,"Bahia",1579,14351205.5632272,12,2012,"Bahia",210.903,25.7,0
144,"2013-01",325.324,25.01,6119,14477155.8687166,"Bahia",6119,14477155.8687166,1,2013,"Bahia",325.324,25.01,0
145,"2013-02",311.16,24.79,12490,14477155.8687166,"Bahia",12490,14477155.8687166,2,2013,"Bahia",311.16,24.79,0
146,"2013-03",342.024,25.17,20009,14477155.8687166,"Bahia",20009,14477155.8687166,3,2013,"Bahia",342.024,25.17,0
147,"2013-04",283.3,25,16742,14477155.8687166,"Bahia",16742,14477155.8687166,4,2013,"Bahia",283.3,25,0
148,"2013-05",212.974,25.05,7250,14477155.8687166,"Bahia",7250,14477155.8687166,5,2013,"Bahia",212.974,25.05,0
149,"2013-06",82.601,25.53,2941,14477155.8687166,"Bahia",2941,14477155.8687166,6,2013,"Bahia",82.601,25.53,0
150,"2013-07",101.213,25.44,1570,14477155.8687166,"Bahia",1570,14477155.8687166,7,2013,"Bahia",101.213,25.44,0
151,"2013-08",63.091,26.75,958,14477155.8687166,"Bahia",958,14477155.8687166,8,2013,"Bahia",63.091,26.75,0
152,"2013-09",78.177,26.84,778,14477155.8687166,"Bahia",778,14477155.8687166,9,2013,"Bahia",78.177,26.84,0
153,"2013-10",111.225,27.04,630,14477155.8687166,"Bahia",630,14477155.8687166,10,2013,"Bahia",111.225,27.04,0
154,"2013-11",205.752,25.74,675,14477155.8687166,"Bahia",675,14477155.8687166,11,2013,"Bahia",205.752,25.74,0
155,"2013-12",193.282,25.96,621,14477155.8687166,"Bahia",621,14477155.8687166,12,2013,"Bahia",193.282,25.96,0
156,"2014-01",250.105,24.98,941,14601593.9063872,"Bahia",941,14601593.9063872,1,2014,"Bahia",250.105,24.98,0
157,"2014-02",340.775,24.42,1128,14601593.9063872,"Bahia",1128,14601593.9063872,2,2014,"Bahia",340.775,24.42,0
158,"2014-03",339.346,24.61,1613,14601593.9063872,"Bahia",1613,14601593.9063872,3,2014,"Bahia",339.346,24.61,0
159,"2014-04",295.909,24.81,3094,14601593.9063872,"Bahia",3094,14601593.9063872,4,2014,"Bahia",295.909,24.81,0
160,"2014-05",243.951,24.88,2754,14601593.9063872,"Bahia",2754,14601593.9063872,5,2014,"Bahia",243.951,24.88,0
161,"2014-06",97.945,25.54,1566,14601593.9063872,"Bahia",1566,14601593.9063872,6,2014,"Bahia",97.945,25.54,0
162,"2014-07",48.49,26.1,1010,14601593.9063872,"Bahia",1010,14601593.9063872,7,2014,"Bahia",48.49,26.1,0
163,"2014-08",29.681,27.16,715,14601593.9063872,"Bahia",715,14601593.9063872,8,2014,"Bahia",29.681,27.16,0
164,"2014-09",27.949,27.78,671,14601593.9063872,"Bahia",671,14601593.9063872,9,2014,"Bahia",27.949,27.78,0
165,"2014-10",101.008,27.3,659,14601593.9063872,"Bahia",659,14601593.9063872,10,2014,"Bahia",101.008,27.3,0
166,"2014-11",120.361,26.97,516,14601593.9063872,"Bahia",516,14601593.9063872,11,2014,"Bahia",120.361,26.97,0
167,"2014-12",160.475,26.43,516,14601593.9063872,"Bahia",516,14601593.9063872,12,2014,"Bahia",160.475,26.43,0
168,"2015-01",225.847,25.27,996,14724591.6889922,"Bahia",996,14724591.6889922,1,2015,"Bahia",225.847,25.27,0
169,"2015-02",260.531,24.91,2763,14724591.6889922,"Bahia",2763,14724591.6889922,2,2015,"Bahia",260.531,24.91,0
170,"2015-03",363.386,24.62,10427,14724591.6889922,"Bahia",10427,14724591.6889922,3,2015,"Bahia",363.386,24.62,0
171,"2015-04",259.809,24.9,11214,14724591.6889922,"Bahia",11214,14724591.6889922,4,2015,"Bahia",259.809,24.9,0
172,"2015-05",201.613,24.99,9143,14724591.6889922,"Bahia",9143,14724591.6889922,5,2015,"Bahia",201.613,24.99,0
173,"2015-06",80.263,25.58,5726,14724591.6889922,"Bahia",5726,14724591.6889922,6,2015,"Bahia",80.263,25.58,0
174,"2015-07",71.438,25.97,4973,14724591.6889922,"Bahia",4973,14724591.6889922,7,2015,"Bahia",71.438,25.97,0
